source_journal_name,target_journal_name,source_count,target_count,group_total_count,confidence,reason,generated_date
Journal of Neuro-ophthalmology,Journal of Neuro-Ophthalmology,86,3280,3366,high,case_only,2026-05-12
National tax journal,National Tax Journal,106,4402,4508,high,case_only,2026-05-12
InnovAiT Education and inspiration for general practice,InnovAiT: Education and inspiration for general practice,303,4204,4507,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
HeadacheActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Headache,945,3561,4506,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Irish historical studies,Irish Historical Studies,243,4261,4504,high,case_only,2026-05-12
Jetp Letters,JETP Letters,1,4501,4502,high,case_only,2026-05-12
Topics in catalysis,Topics in Catalysis,112,4390,4502,high,case_only,2026-05-12
Tuberculosis & respiratory diseases,Tuberculosis and Respiratory Diseases,966,3534,4500,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Child Care Health and Development,"Child: Care, Health and Development",751,3746,4497,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Low-Temperature Physics,Low Temperature Physics,11,4486,4497,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Advanced electronic materials,Advanced Electronic Materials,35,4460,4495,high,case_only,2026-05-12
Thermal science and engineering progress,Thermal Science and Engineering Progress,298,4193,4491,high,case_only,2026-05-12
Eurasip Journal on Wireless Communications and Networking,EURASIP Journal on Wireless Communications and Networking,6,4484,4490,high,case_only,2026-05-12
The Forum,Forum,1306,1993,3299,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
forum,Forum,781,1993,2774,high,case_only,2026-05-12
FORUM,Forum,410,1993,2403,high,case_only,2026-05-12
Surface review and letters,Surface Review and Letters,641,3849,4490,high,case_only,2026-05-12
Res publica,Res Publica,1,4486,4487,high,case_only,2026-05-12
SHINKU,Shinku,39,4447,4486,high,case_only,2026-05-12
IUBMB LifeActionsSearch in PubMedSearch in NLM CatalogAdd to Search,IUBMB Life,163,4267,4430,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
IUBMB: Life,IUBMB Life,52,4267,4319,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Paediatric nursing,Paediatric Nursing,504,3966,4470,high,case_only,2026-05-12
Molecular and Cellular Biology/Genetics,Molecular and Cellular Biology / Genetics,580,3880,4460,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"Molecular and Cellular Biology, Genetics",Molecular and Cellular Biology / Genetics,9,3880,3889,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Seminars in Arthritis & Rheumatism,Seminars in Arthritis and Rheumatism,7,4462,4469,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Mycological research,Mycological Research,16,4451,4467,high,case_only,2026-05-12
Seminars in dialysis,Seminars in Dialysis,531,3934,4465,high,case_only,2026-05-12
Seminars In Dialysis,Seminars in Dialysis,1,3934,3935,high,case_only,2026-05-12
Theoretical Chemistry accounts,Theoretical Chemistry Accounts,128,4338,4466,high,case_only,2026-05-12
Journal of the Air & Waste Management Association,Journal of the Air &amp; Waste Management Association,495,3654,4149,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of the Air and Waste Management Association,Journal of the Air &amp; Waste Management Association,316,3654,3970,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Trusts &amp; Trustees,Trusts & Trustees,2101,2361,4462,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Lab animal,Lab Animal,1233,3227,4460,high,case_only,2026-05-12
lab Animal,Lab Animal,1,3227,3228,high,case_only,2026-05-12
Materials advances,Materials Advances,54,4405,4459,high,case_only,2026-05-12
Medical research archives,Medical Research Archives,687,3770,4457,high,case_only,2026-05-12
Annals of Probability,The Annals of Probability,38,4417,4455,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Foreign language annals,Foreign Language Annals,103,4348,4451,high,case_only,2026-05-12
International journal of group psychotherapy,International Journal of Group Psychotherapy,71,4380,4451,high,case_only,2026-05-12
Canadian-american Slavic Studies,Canadian-American Slavic Studies,153,4286,4439,high,case_only,2026-05-12
Canadian-American Slavic studies =,Canadian-American Slavic Studies,2,4286,4288,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
The Transactions of the Korean Institute of Electrical Engineers,The Transactions of The Korean Institute of Electrical Engineers,1089,3352,4441,high,case_only,2026-05-12
Journal of food process engineering,Journal of Food Process Engineering,988,3452,4440,high,case_only,2026-05-12
IJSR,ijsr,2,4437,4439,high,case_only,2026-05-12
Joint Bone SpineActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Joint Bone Spine,3,4436,4439,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Urologic oncology: Seminars and original investigations,Urologic Oncology: Seminars and Original Investigations,569,3647,4216,high,case_only,2026-05-12
Urologic Oncology Seminars and Original Investigations,Urologic Oncology: Seminars and Original Investigations,217,3647,3864,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Urologic Oncology-seminars and Original Investigations,Urologic Oncology: Seminars and Original Investigations,2,3647,3649,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Community Dentistry And Oral Epidemiology,Community Dentistry and Oral Epidemiology,391,4042,4433,high,case_only,2026-05-12
Egyptian journal of aquatic biology and fisheries,Egyptian Journal of Aquatic Biology and Fisheries,1034,3399,4433,high,case_only,2026-05-12
"International journal of biology, pharmacy and allied sciences",International Journal of Biology Pharmacy and Allied Sciences,55,4377,4432,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Asian journal of control,Asian Journal of Control,644,3787,4431,high,case_only,2026-05-12
Interactions,interactions,943,3487,4430,high,case_only,2026-05-12
Journal of Continuing Education in Nursing,The Journal of Continuing Education in Nursing,1,4427,4428,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
NanomedicineActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Nanomedicine,820,3607,4427,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Russian journal of electrochemistry,Russian Journal of Electrochemistry,86,4340,4426,high,case_only,2026-05-12
Reviews in Religion &amp; Theology,Reviews in Religion and Theology,1357,3067,4424,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Sports medicine,Sports Medicine,4,4413,4417,high,case_only,2026-05-12
Language in society,Language in Society,370,4043,4413,high,case_only,2026-05-12
IEEE industry applications magazine,IEEE Industry Applications Magazine,2,4410,4412,high,case_only,2026-05-12
Acta histochemica,Acta Histochemica,3,4401,4404,high,case_only,2026-05-12
Habitat - international,Habitat International,54,4348,4402,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Acta Crystallographica Section E Crystallographic Communications,Acta Crystallographica Section E: Crystallographic Communications,1526,2875,4401,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Clinical & Translational Oncology,Clinical and Translational Oncology,167,4232,4399,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
International Journal of Radiation Biology and Related Studies in Physics Chemistry and Medicine,"International Journal of Radiation Biology and Related Studies in Physics, Chemistry and Medicine",41,4357,4398,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of optical technology,Journal of Optical Technology,675,3722,4397,high,case_only,2026-05-12
Journal of electronic imaging,Journal of Electronic Imaging,614,3782,4396,high,case_only,2026-05-12
Medicine Science and the Law,"Medicine, Science and the Law",16,4377,4393,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Highlights in Business Economics and Management,"Highlights in Business, Economics and Management",652,3739,4391,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Military affairs,Military Affairs,2,4389,4391,high,case_only,2026-05-12
Cell CalciumActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Cell Calcium,5,4384,4389,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
HematologyActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Hematology,3,4386,4389,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"IEEE transactions on systems, man, and cybernetics","IEEE Transactions on Systems, Man, and Cybernetics",355,3922,4277,high,case_only,2026-05-12
"IEEE Transactions on Systems, Man and Cybernetics","IEEE Transactions on Systems, Man, and Cybernetics",108,3922,4030,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
IEEE Transactions on Systems Man and Cybernetics,"IEEE Transactions on Systems, Man, and Cybernetics",2,3922,3924,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of The American Water Resources Association,Journal of the American Water Resources Association,1,4382,4383,high,case_only,2026-05-12
Journal of Wuhan University of Technology-Mater Sci Ed,Journal of Wuhan University of Technology-Mater. Sci. Ed.,69,4312,4381,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Nature digest,Nature Digest,4,4377,4381,high,case_only,2026-05-12
Orthopaedics &amp; Traumatology: Surgery &amp; Research,Orthopaedics & Traumatology: Surgery & Research,1866,2413,4279,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Orthopaedics & Traumatology Surgery & Research,Orthopaedics & Traumatology: Surgery & Research,98,2413,2511,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Veterinary sciences,Veterinary Sciences,9,4367,4376,high,case_only,2026-05-12
IEICE transactions on electronics,IEICE Transactions on Electronics,1859,2514,4373,high,case_only,2026-05-12
"The Journal of the Stomatological Society, Japan",THE JOURNAL OF THE STOMATOLOGICAL SOCIETY JAPAN,338,3821,4159,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"THE JOURNAL OF THE STOMATOLOGICAL SOCIETY,JAPAN",THE JOURNAL OF THE STOMATOLOGICAL SOCIETY JAPAN,204,3821,4025,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"The journal of the Stomatological Society, Japan",THE JOURNAL OF THE STOMATOLOGICAL SOCIETY JAPAN,8,3821,3829,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
GelsActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Gels,36,4334,4370,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of the A I E E,Journal of the A.I.E.E.,7,4355,4362,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
NeuropeptidesActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Neuropeptides,1,4361,4362,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
JURA – Juristische Ausbildung,JURA - Juristische Ausbildung,262,3987,4249,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Jura - Juristische Ausbildung,JURA - Juristische Ausbildung,101,3987,4088,high,case_only,2026-05-12
"Jura, juristische Ausbildung",JURA - Juristische Ausbildung,9,3987,3996,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of Development Studies,The Journal of Development Studies,1475,2872,4347,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
JOURNAL OF DEVELOPMENT STUDIES,The Journal of Development Studies,10,2872,2882,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
BMJ Supportive &amp; Palliative Care,BMJ Supportive & Palliative Care,14,4338,4352,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Philosophy East & West,Philosophy East and West,4,4348,4352,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of money credit and banking,"Journal of Money, Credit and Banking",729,3281,4010,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"Journal of Money, Credit, and Banking","Journal of Money, Credit and Banking",341,3281,3622,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Art education,Art Education,147,4203,4350,high,case_only,2026-05-12
European journal of medical research,European Journal of Medical Research,1326,3022,4348,high,case_only,2026-05-12
Human Factors The Journal of the Human Factors and Ergonomics Society,Human Factors: The Journal of the Human Factors and Ergonomics Society,159,4187,4346,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of Electrical Engineering & Technology,Journal of Electrical Engineering and Technology,229,4117,4346,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Philippine Studies Historical and Ethnographic Viewpoints,Philippine Studies: Historical and Ethnographic Viewpoints,768,3573,4341,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Proceedings of the Royal Society of Edinburgh Section A Mathematics,Proceedings of the Royal Society of Edinburgh: Section A Mathematics,121,4220,4341,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
International journal of plasticity,International Journal of Plasticity,537,3803,4340,high,case_only,2026-05-12
jp,JP,392,3944,4336,high,case_only,2026-05-12
Fire safety journal,Fire Safety Journal,435,3899,4334,high,case_only,2026-05-12
Journal of Jsee,Journal of JSEE,1770,2563,4333,high,case_only,2026-05-12
Women's Studies International Forum,Womens Studies International Forum,1921,1965,3886,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Women's Studies: International Forum,Womens Studies International Forum,447,1965,2412,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Practice nursing,Practice Nursing,13,4317,4330,high,case_only,2026-05-12
Pediatric news,Pediatric News,12,4317,4329,high,case_only,2026-05-12
Environmental Science &amp; Policy,Environmental Science & Policy,1016,3006,4022,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Environmental Science and Policy,Environmental Science & Policy,304,3006,3310,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Scientific Papers of Silesian University of Technology Organization and Management Series,Scientific Papers of Silesian University of Technology. Organization and Management Series,1489,2829,4318,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
